LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
5BDNN8J2LI,59.0,29106,111409,558,98,4,17.11,24,0.22,Master's,Self-employed,Divorced,No,Yes,Auto,No,0
4JO4JWE2Z9,59.0,64024,117400,300,57,1,4.14,60,0.13,Master's,Part-time,Married,Yes,Yes,Business,Yes,0
6HK2OJFKIM,32.0,94642,136594,322,33,1,23.34,36,0.87,PhD,Self-employed,Divorced,Yes,Yes,Home,No,0
JGW0PE7WAK,24.0,117483,194782,332,50,1,12.95,36,0.62,High School,Part-time,Single,Yes,No,Other,Yes,1
5SJME8C5N6,48.0,107692,27403,482,75,1,24.16,24,0.36,Bachelor's,Full-time,Married,Yes,Yes,Home,Yes,0
0WZY6YA5EU,45.0,72560,62206,698,5,1,2.18,36,0.8,Bachelor's,Self-employed,Married,No,No,Home,No,0
9S1ONNKSWV,57.0,18318,201574,649,8,2,17.82,24,0.49,PhD,Part-time,Single,No,Yes,Auto,No,0
XSZIGY3HRV,48.0,91228,179137,518,60,4,24.47,48,0.66,PhD,Unemployed,Divorced,No,Yes,Education,Yes,0
HH0ZU7IPQI,62.0,126604,100204,847,104,2,10.31,12,0.87,Bachelor's,Part-time,Divorced,No,No,Home,Yes,0
WJI620YGOU,56.0,46041,148967,381,87,1,20.24,36,0.25,PhD,Unemployed,Divorced,No,No,Education,No,0
1VR114POZ3,47.0,121536,44225,672,107,3,7.79,24,0.59,Master's,Part-time,Married,Yes,No,Home,Yes,0
SA0IQPBPJ2,43.0,64240,141283,759,64,3,21.07,48,0.78,Master's,Self-employed,Single,Yes,No,Education,Yes,1
06XDKV6HPT,42.0,39231,87839,460,65,3,14.82,48,0.83,PhD,Part-time,Single,No,Yes,Business,No,0
X8NIDA0VH9,41.0,109614,59220,368,93,3,15.72,12,0.79,PhD,Full-time,Married,Yes,No,Auto,Yes,0
2TXVI6ZBV4,45.0,87355,102843,817,41,1,13.38,24,0.35,Bachelor's,Part-time,Married,Yes,Yes,Education,No,0
XLNRODFOHE,45.0,124112,94372,782,10,4,24.24,12,0.36,Master's,Full-time,Single,No,Yes,Business,Yes,0
1D7TJGKLQ5,32.0,80273,151569,382,48,2,3.25,12,0.55,PhD,Unemployed,Married,Yes,No,Home,Yes,0
SL4BPMCVG6,61.0,111707,241049,736,11,1,18.53,12,0.43,Bachelor's,Self-employed,Single,No,No,Education,No,0
QWRZ5I3S0W,53.0,50450,93270,834,63,4,22.06,36,0.27,High School,Unemployed,Divorced,Yes,Yes,Auto,No,0
LU24AGTKGG,34.0,75179,195389,662,82,4,11.35,24,0.78,High School,Full-time,Single,No,Yes,Home,No,0
E0D845PK2B,50.0,61127,202648,808,93,3,13.4,60,0.49,High School,Self-employed,Single,Yes,No,Auto,Yes,0
0Q8NKX32HE,56.0,46810,97492,605,89,2,14.93,12,0.44,PhD,Self-employed,Married,No,Yes,Business,No,0
IUVSSXMONK,31.0,59866,133559,658,19,4,14.78,24,0.78,High School,Unemployed,Married,Yes,Yes,Business,Yes,1
1N6A7T7GUJ,19.0,128587,92188,550,119,1,11.84,48,0.3,Master's,Full-time,Single,No,No,Home,No,0
HEMKEBHBV6,67.0,142179,166131,426,65,4,15.89,12,0.14,PhD,Full-time,Divorced,No,No,Business,No,0
A59MTVVARI,43.0,99946,160772,827,52,2,21.67,24,0.72,Bachelor's,Part-time,Single,No,No,Auto,Yes,0
C7NHAAQPPI,19.0,32998,201327,388,113,4,13.74,24,0.17,Master's,Unemployed,Divorced,Yes,No,Business,No,0
TDHTYX4XOI,28.0,89377,10956,708,68,4,18.77,48,0.83,Master's,Self-employed,Divorced,Yes,No,Home,No,0
MF7RKDIX5X,22.0,117435,138608,807,42,2,3.41,12,0.59,High School,Unemployed,Married,Yes,Yes,Auto,Yes,1
Y21HBVUC8T,37.0,28170,131378,771,74,2,14.21,60,0.46,Master's,Full-time,Single,No,Yes,Education,No,0
D1WL457XI5,39.0,50621,147952,436,2,4,22.91,36,0.6,Master's,Self-employed,Divorced,Yes,No,Business,Yes,1
DQ06051ETB,61.0,72257,222039,324,57,3,23.72,12,0.38,Master's,Full-time,Single,Yes,Yes,Other,No,0
EUOKAUA3QT,29.0,114656,220946,838,103,3,4.47,48,0.89,PhD,Self-employed,Married,Yes,Yes,Business,No,0
1XJ7MIDFCY,39.0,25923,248199,820,23,2,6.32,24,0.24,Bachelor's,Part-time,Divorced,No,No,Education,No,0
GVS6Z601DE,64.0,115985,121790,497,60,4,21.34,60,0.1,Master's,Self-employed,Single,Yes,Yes,Other,No,0
7P4XZV9977,40.0,121518,249337,649,43,4,22.76,36,0.66,High School,Unemployed,Single,No,Yes,Education,Yes,0
MHDZ7E11W7,21.0,22376,9155,522,34,2,17.8,24,0.34,High School,Self-employed,Single,No,Yes,Education,No,1
I2LUW8CJIM,59.0,114501,137933,360,96,2,17.49,48,0.63,High School,Full-time,Married,No,Yes,Other,Yes,0
TQ0M9MFT9V,20.0,142932,108551,327,53,4,14.68,12,0.83,Bachelor's,Full-time,Married,Yes,No,Auto,Yes,0
EGHDYXEYPL,51.0,16940,125773,739,106,3,7.79,12,0.51,High School,Part-time,Single,No,Yes,Home,No,0
V93XS1NMWM,57.0,53420,167404,531,22,4,23.02,24,0.54,High School,Part-time,Divorced,Yes,Yes,Home,Yes,0
63I6YUIEUB,28.0,34718,41221,511,69,4,23.36,24,0.62,PhD,Self-employed,Single,Yes,No,Home,Yes,0
CLBC0TTJSZ,54.0,116457,244520,559,95,1,24.75,24,0.71,High School,Full-time,Married,Yes,Yes,Auto,No,0
66K9HNYT7T,37.0,106555,215675,597,31,2,11.58,36,0.29,High School,Unemployed,Married,Yes,Yes,Other,Yes,0
9UPGM7XI5B,39.0,121411,41405,383,104,2,2.53,36,0.4,Master's,Unemployed,Married,No,Yes,Business,No,0
EYE6ECUNOU,22.0,92345,30744,356,27,4,19.47,60,0.12,Bachelor's,Unemployed,Married,Yes,No,Business,No,1
4213ICAAI7,22.0,123160,41461,506,62,3,7.92,24,0.36,Master's,Unemployed,Married,Yes,Yes,Education,No,0
BNISPV5SFK,66.0,31718,100834,566,8,3,19.15,24,0.45,Bachelor's,Self-employed,Single,No,No,Home,No,0
RZKJ6IHVQ2,48.0,70612,30851,457,11,4,12.89,12,0.54,Bachelor's,Self-employed,Divorced,Yes,No,Home,Yes,0
7U7GIAMV1S,22.0,55275,240449,679,97,3,7.94,48,0.31,High School,Unemployed,Married,Yes,No,Auto,Yes,1
CA3Y2RU5CB,58.0,43533,161891,615,63,2,22.84,36,0.72,Master's,Full-time,Divorced,No,Yes,Business,Yes,0
6QYA3Y87AP,38.0,47723,21774,646,12,1,5.39,12,0.75,Master's,Part-time,Divorced,Yes,No,Other,Yes,0
BFLUYR6A0V,36.0,43430,39422,517,13,1,21.71,60,0.13,High School,Self-employed,Married,No,No,Other,Yes,0
4Z3Q0DBYAB,31.0,38391,133357,326,69,2,18.12,60,0.46,PhD,Full-time,Single,Yes,No,Other,Yes,0
ESEE5ME46F,22.0,96414,40520,807,8,1,14.35,36,0.83,PhD,Self-employed,Divorced,No,Yes,Home,Yes,0
1PPV7HNZRQ,52.0,29210,83517,405,13,1,10.53,24,0.71,PhD,Full-time,Divorced,No,No,Other,No,0
F7BZ65GSZZ,29.0,46411,212772,806,29,4,15.56,12,0.37,Bachelor's,Self-employed,Divorced,Yes,No,Home,No,1
AGG7C6DOSB,57.0,148811,249091,349,82,3,5.95,48,0.67,High School,Self-employed,Single,Yes,No,Auto,Yes,0
KOQRFG52ZA,43.0,106772,133332,342,16,3,5.05,60,0.17,Bachelor's,Self-employed,Married,Yes,No,Auto,No,0
2O47SUANZX,54.0,128101,55030,423,22,2,7.66,24,0.49,Master's,Unemployed,Married,Yes,No,Business,Yes,0
X03Z31V4NA,43.0,100875,59991,310,99,2,6.35,36,0.4,Bachelor's,Full-time,Divorced,Yes,Yes,Business,Yes,0
FKLT74BMT3,54.0,86188,131636,844,75,2,20.93,60,0.43,Master's,Unemployed,Single,Yes,Yes,Business,Yes,0
81HDOAANLI,28.0,48395,172972,603,6,4,21.69,36,0.53,PhD,Self-employed,Divorced,Yes,Yes,Education,No,0
BN1UP21KUI,50.0,125453,239772,486,49,2,21.82,36,0.4,High School,Unemployed,Divorced,Yes,No,Other,Yes,0
RXTCWAVWQ4,35.0,148619,36099,720,115,4,6.36,48,0.39,PhD,Full-time,Single,Yes,Yes,Business,Yes,0
7O9WVDG67B,46.0,130177,59117,427,46,3,18.19,60,0.26,High School,Self-employed,Divorced,No,No,Auto,Yes,0
R87OC47SV3,58.0,32733,93296,403,95,3,14.63,36,0.25,PhD,Full-time,Married,Yes,No,Business,No,0
O5HJ7CUNC8,61.0,95435,41436,775,36,3,15.62,36,0.29,High School,Unemployed,Divorced,No,No,Education,Yes,0
1WMRVR3WC0,20.0,39546,129335,398,35,3,22.47,60,0.28,PhD,Unemployed,Single,No,No,Other,No,0
7ZJL5VUKSK,67.0,75684,52839,536,113,3,19.48,48,0.36,Bachelor's,Unemployed,Single,Yes,No,Education,Yes,0
8HBU0EYOKG,47.0,110078,107508,731,40,3,12.25,48,0.87,Bachelor's,Unemployed,Single,Yes,Yes,Other,No,1
Q21AJV6GGJ,18.0,131282,190701,763,29,1,8.41,12,0.34,PhD,Unemployed,Married,Yes,No,Auto,No,0
5GCR05YGEE,34.0,101421,115084,524,36,4,13.61,36,0.43,PhD,Part-time,Married,No,Yes,Home,Yes,0
IPZVJHGWDU,29.0,121946,110962,417,119,1,20.3,60,0.78,Bachelor's,Full-time,Married,No,Yes,Other,Yes,0
9CKXQ8NPNC,24.0,139220,147553,540,110,1,13.46,24,0.42,Master's,Self-employed,Married,No,No,Auto,No,1
M6WJAS8XGB,23.0,103456,111784,801,99,1,19.63,36,0.42,Master's,Self-employed,Married,No,Yes,Business,No,0
A07LGW35GW,63.0,56150,167077,716,104,3,17.55,48,0.34,PhD,Unemployed,Married,No,Yes,Business,Yes,0
ABTVBX84H0,52.0,80040,90977,822,81,3,9.75,48,0.76,PhD,Unemployed,Divorced,Yes,Yes,Home,No,0
8K2IZ24G5H,45.0,32601,28490,612,98,2,4.42,48,0.79,Bachelor's,Self-employed,Divorced,No,Yes,Other,Yes,0
25EWHM0R37,23.0,19194,227639,523,118,1,3.53,60,0.44,Bachelor's,Part-time,Single,No,No,Other,No,1
0AW0YM1P8X,58.0,54755,12163,463,113,2,18.72,48,0.42,High School,Self-employed,Married,No,Yes,Other,No,0
8E7RF95OTW,64.0,121409,16280,657,9,1,18.02,60,0.44,Master's,Part-time,Single,Yes,No,Education,Yes,0
DXVW63ZCQ5,44.0,71723,14927,363,73,4,14.58,60,0.42,Master's,Full-time,Single,Yes,Yes,Education,No,0
UME8UFRMVO,68.0,41581,50757,817,62,3,20.66,12,0.16,Master's,Full-time,Single,No,No,Business,Yes,0
MTXOO6U665,29.0,140170,77444,725,87,3,7.2,60,0.28,PhD,Unemployed,Divorced,Yes,Yes,Home,Yes,0
1UT9B4MN84,60.0,73782,18725,502,47,2,2.66,12,0.8,Bachelor's,Unemployed,Divorced,No,Yes,Business,No,0
EHR73NJPPS,50.0,80215,107255,817,89,1,21.58,24,0.18,PhD,Self-employed,Divorced,Yes,No,Auto,Yes,0
TTH3EIII8P,33.0,31899,25681,678,66,3,13.18,36,0.28,PhD,Full-time,Married,No,No,Auto,Yes,0
M6NMWPUF5Q,58.0,79668,238567,402,66,2,19.17,24,0.83,Bachelor's,Full-time,Divorced,Yes,No,Auto,No,0
S6BMRJDMPE,66.0,121727,21461,478,84,4,10.52,24,0.53,PhD,Part-time,Single,Yes,No,Business,No,0
X8FI60CBI1,42.0,85526,49923,849,49,1,10.29,12,0.67,Bachelor's,Unemployed,Married,No,No,Home,Yes,0
W35AN73VQV,32.0,112285,29022,835,80,4,5.17,12,0.56,PhD,Self-employed,Single,No,No,Other,No,0
LSUZVFBZSE,56.0,19966,55515,433,49,3,24.39,24,0.75,High School,Unemployed,Divorced,No,No,Education,No,0
I5QAOL6FYL,42.0,104925,17581,423,27,3,22.0,36,0.5,Master's,Self-employed,Divorced,Yes,No,Education,No,0
7B636PGU0V,66.0,118901,165977,619,40,1,20.94,24,0.77,PhD,Part-time,Divorced,No,Yes,Auto,Yes,0
DB0IHC8ZIH,28.0,86720,43139,316,3,1,2.67,36,0.69,High School,Full-time,Single,Yes,Yes,Education,No,0
4NFKLRLGCM,45.0,83617,112804,497,89,2,7.69,36,0.73,High School,Unemployed,Divorced,Yes,No,Education,No,0
A6HL7PM3VS,60.0,146898,51689,793,44,4,11.68,24,0.54,High School,Unemployed,Married,No,No,Other,No,0
XOSD4AZNYS,,23440,163564,684,25,1,11.24,12,0.16,High School,Self-employed,Single,No,No,Home,Yes,0
EUXA5SHUQL,61.0,47865,196263,617,25,3,16.46,24,0.66,Bachelor's,Unemployed,Single,No,No,Education,Yes,0
PP1IJUP1KM,36.0,149570,28782,610,78,2,23.89,24,0.27,Master's,Unemployed,Married,No,Yes,Business,No,0
49JPHLO3OP,60.0,114102,208184,786,5,1,20.23,48,0.9,PhD,Full-time,Divorced,No,Yes,Education,No,0
6PQK826Z0V,42.0,127246,11929,323,91,3,19.88,12,0.76,Bachelor's,Full-time,Divorced,Yes,Yes,Auto,Yes,0
9V7X2LFZHB,50.0,24015,6419,313,88,3,13.66,12,0.42,High School,Self-employed,Married,Yes,Yes,Home,Yes,0
UEVVOFQ81N,66.0,93057,29300,541,4,3,13.23,36,0.68,Bachelor's,Unemployed,Married,No,Yes,Education,No,0
WDUKNR6AOF,27.0,141383,140794,520,63,3,19.15,60,0.32,Master's,Unemployed,Married,Yes,Yes,Other,No,0
RXUI3JV3NF,31.0,53746,21050,637,54,2,4.7,60,0.55,Master's,Unemployed,Single,No,Yes,Other,No,0
2NQJWGVR3K,38.0,101842,222675,822,113,2,15.9,48,0.7,PhD,Full-time,Divorced,No,Yes,Education,No,0
4FHCQOD743,42.0,28935,241771,357,90,3,2.25,36,0.58,PhD,Part-time,Married,No,Yes,Home,Yes,0
MQEJLU4VYH,32.0,60189,86103,333,49,3,7.98,12,0.79,Master's,Unemployed,Single,Yes,Yes,Auto,Yes,0
IVMENO2MNG,25.0,56851,130778,775,54,1,24.45,60,0.69,High School,Full-time,Single,Yes,Yes,Education,Yes,0
LRSF9GPYXY,67.0,82431,232102,417,118,1,24.19,12,0.69,High School,Full-time,Married,Yes,No,Other,No,0
DIFZO8AO4Y,65.0,149735,157445,436,68,4,10.11,36,0.75,Bachelor's,Full-time,Single,Yes,Yes,Auto,Yes,0
KYWXTCE8D0,50.0,105455,202848,723,95,4,10.4,36,0.12,PhD,Full-time,Married,No,No,Other,No,0
B9EQF25YVI,58.0,87277,103249,578,24,1,2.23,24,0.48,Bachelor's,Self-employed,Married,Yes,Yes,Auto,Yes,0
OWP0BZGB88,25.0,110777,212459,354,42,3,8.72,60,0.67,High School,Part-time,Married,No,No,Home,Yes,0
FDBVL47C31,31.0,64675,57791,674,79,3,19.0,48,0.23,Master's,Full-time,Married,Yes,Yes,Auto,No,0
Q5ZIADDHO1,58.0,71304,236237,464,106,3,5.64,48,0.78,Bachelor's,Part-time,Married,No,No,Business,No,0
NQV31CE01T,63.0,45411,120475,549,8,1,18.45,12,0.61,Bachelor's,Full-time,Married,No,Yes,Auto,No,0
UA2WPP74JE,47.0,30383,38765,769,18,3,20.82,60,0.74,PhD,Unemployed,Married,Yes,Yes,Auto,Yes,0
1R0ZXT0I6Y,68.0,138427,31482,504,39,1,11.21,12,0.7,PhD,Full-time,Married,Yes,Yes,Education,No,0
FX6DYFLRK0,50.0,46179,61991,760,88,3,6.97,60,0.81,PhD,Unemployed,Single,Yes,No,Other,Yes,0
KVUQMZXHOL,27.0,95811,201399,572,7,3,17.0,60,0.36,Bachelor's,Part-time,Single,No,No,Home,Yes,0
6T4PP3ZTAL,19.0,115596,98441,515,29,3,9.1,24,0.82,High School,Unemployed,Married,Yes,No,Other,Yes,0
MKPTR6KLUZ,57.0,28842,141080,791,97,1,6.43,12,0.77,High School,Part-time,Divorced,No,No,Business,No,0
MWY6JBNWMT,43.0,59887,202835,658,44,1,14.41,60,0.56,Master's,Unemployed,Married,No,No,Education,No,0
3R3FIL2AY8,56.0,41406,76233,636,11,4,24.77,12,0.7,PhD,Full-time,Divorced,Yes,No,Auto,Yes,0
DGIJHQ41BM,64.0,47552,212203,842,114,2,6.91,24,0.71,High School,Part-time,Divorced,Yes,No,Auto,Yes,0
ZCGLDO5EYH,60.0,25521,22468,614,60,3,21.79,24,0.82,PhD,Unemployed,Single,No,Yes,Auto,No,1
KEJCI9XBUJ,22.0,66987,38015,706,12,4,19.77,24,0.19,PhD,Part-time,Single,No,Yes,Home,Yes,0
V973NDNLZF,37.0,120316,224209,838,96,1,19.22,12,0.55,Master's,Unemployed,Married,No,No,Home,No,0
YTOFFASBV4,46.0,144702,199515,308,10,3,20.22,36,0.68,PhD,Part-time,Divorced,Yes,Yes,Business,Yes,0
OZHMW4T7Z3,56.0,58216,37715,386,3,2,8.29,60,0.27,Bachelor's,Unemployed,Married,Yes,No,Education,No,0
O3FOG7YRG9,58.0,117829,116802,587,82,4,12.35,48,0.56,Bachelor's,Part-time,Divorced,No,Yes,Home,Yes,0
XK1QF0DTIM,30.0,25526,192595,655,89,3,14.7,24,0.17,PhD,Part-time,Single,Yes,No,Home,No,0
LRFEOP65ZK,18.0,128186,39224,493,49,3,23.18,60,0.27,PhD,Unemployed,Married,Yes,Yes,Auto,Yes,0
2KODMTDYIK,24.0,61415,147863,664,12,2,6.67,60,0.87,Master's,Self-employed,Single,Yes,Yes,Education,No,0
7LBT0TR2M1,43.0,87803,130948,322,83,1,12.07,48,0.67,PhD,Full-time,Married,No,Yes,Auto,No,0
XLQSVNLI2G,24.0,77630,230521,789,58,4,15.23,48,0.4,PhD,Unemployed,Divorced,No,No,Business,Yes,1
7OCQKF3YKB,63.0,37006,232172,331,58,3,12.84,48,0.56,Master's,Self-employed,Divorced,No,Yes,Other,Yes,0
AXEW2ABKEW,63.0,38696,176285,734,53,3,2.69,12,0.6,Master's,Self-employed,Married,Yes,Yes,Home,Yes,1
IXQB2EHXXV,66.0,30505,9458,531,61,4,7.2,24,0.16,High School,Self-employed,Married,No,No,Education,No,0
IX9Y3VN252,20.0,41246,46481,753,86,3,7.58,24,0.88,High School,Self-employed,Divorced,No,Yes,Auto,No,0
5UNWG0KY4Z,39.0,24165,123632,544,9,4,24.67,36,0.21,PhD,Part-time,Divorced,Yes,No,Business,No,0
SQ3MA71EVN,65.0,80770,217916,574,9,3,20.97,36,0.49,High School,Part-time,Single,Yes,No,Home,No,0
LVXB9JU3YL,55.0,31288,226714,751,89,4,7.08,12,0.31,Master's,Unemployed,Married,No,Yes,Auto,No,0
MRD8LLRZNM,19.0,47399,55253,684,112,3,21.6,48,0.69,High School,Part-time,Married,Yes,No,Education,Yes,1
NJMP5FZYFW,22.0,114618,228918,798,84,4,21.8,36,0.43,PhD,Unemployed,Married,Yes,No,Auto,Yes,0
38JWUZ6B97,21.0,110535,132855,709,36,4,13.08,24,0.35,High School,Unemployed,Single,Yes,Yes,Business,No,1
QC5HYZSFV9,63.0,133048,161304,570,85,1,19.71,48,0.78,Bachelor's,Unemployed,Single,Yes,No,Home,No,0
AZ39QPFWPY,51.0,103974,241742,482,28,3,9.64,60,0.25,PhD,Self-employed,Divorced,No,No,Other,Yes,0
Z043EB30VJ,38.0,104867,235749,644,76,2,22.69,36,0.5,Bachelor's,Part-time,Married,Yes,Yes,Other,Yes,1
MO3K4WWQ83,47.0,60122,186962,608,38,3,4.96,60,0.82,PhD,Part-time,Divorced,Yes,Yes,Education,No,0
64AYSQ2Y7S,23.0,24109,222847,364,22,2,2.84,24,0.26,High School,Part-time,Divorced,Yes,Yes,Home,No,0
AXTS42MCCY,28.0,25435,119297,399,31,1,22.72,36,0.71,High School,Unemployed,Married,Yes,Yes,Home,Yes,0
HUW55Z7X8L,44.0,22865,17062,515,66,2,13.91,60,0.68,Bachelor's,Full-time,Single,Yes,No,Other,No,0
R2KG5TQB2A,53.0,39242,62820,701,12,2,19.17,60,0.58,High School,Full-time,Married,No,No,Other,No,0
BRE0U9LHZ6,49.0,83792,108061,847,6,1,23.65,24,0.34,Bachelor's,Self-employed,Divorced,Yes,No,Business,Yes,0
GIXXV8ZC5O,69.0,98583,219430,729,108,3,13.21,36,0.76,PhD,Part-time,Married,No,Yes,Business,Yes,0
9RRXP7XAQ7,57.0,50694,224443,611,15,2,7.02,12,0.55,Bachelor's,Part-time,Single,No,No,Business,Yes,0
SD2XJJZLWU,27.0,127585,65038,605,26,2,18.0,48,0.23,Bachelor's,Part-time,Single,No,Yes,Auto,Yes,1
CKW7PMI45S,60.0,63104,184501,460,1,3,24.87,12,0.66,Master's,Full-time,Married,No,Yes,Education,Yes,0
TC1C1HT3AX,53.0,63971,8650,573,8,4,18.53,12,0.85,Bachelor's,Unemployed,Divorced,No,No,Business,Yes,0
5D3NUHA9IQ,38.0,15365,58464,349,116,3,12.77,24,0.64,PhD,Self-employed,Divorced,No,Yes,Auto,No,0
7MR08O7V3K,26.0,60647,111746,392,58,1,3.87,36,0.12,Bachelor's,Self-employed,Divorced,Yes,Yes,Other,Yes,0
TP07M4SIHO,18.0,56407,164511,691,86,4,17.04,48,0.88,Bachelor's,Self-employed,Divorced,Yes,Yes,Home,No,0
EA16HTOTFL,51.0,79312,56499,316,6,4,24.7,48,0.87,High School,Part-time,Single,Yes,No,Auto,Yes,0
UFBGW2A4W0,24.0,146533,84000,789,92,3,16.81,12,0.32,PhD,Self-employed,Married,No,Yes,Education,Yes,1
QD4Z83RKUF,,123390,158675,401,83,1,21.1,36,0.61,Bachelor's,Self-employed,Married,Yes,No,Home,Yes,0
WV3C25WM66,61.0,122448,128449,557,5,2,7.32,12,0.17,PhD,Full-time,Married,Yes,No,Business,Yes,0
FG0LLEA1BF,56.0,87675,167622,595,39,1,5.04,12,0.35,Master's,Unemployed,Divorced,Yes,Yes,Education,Yes,0
35TFIMIES6,44.0,97438,59576,520,69,3,13.2,48,0.66,Bachelor's,Self-employed,Single,Yes,No,Auto,No,1
2HXO4CWPO7,52.0,21475,130213,839,109,2,5.62,12,0.68,High School,Full-time,Divorced,Yes,Yes,Auto,Yes,0
LPXYD7STBD,43.0,47459,37168,670,42,2,16.7,24,0.6,High School,Full-time,Single,No,Yes,Other,Yes,0
6AY3XUAYMU,59.0,77172,231988,753,0,2,6.0,24,0.21,Bachelor's,Self-employed,Divorced,Yes,Yes,Home,Yes,0
KE2NX257X1,55.0,46843,7641,417,25,4,24.84,36,0.79,High School,Part-time,Single,Yes,Yes,Home,Yes,0
8Q1GEWN008,48.0,107290,237389,653,10,2,15.83,24,0.88,Master's,Part-time,Married,Yes,No,Business,No,0
YPBDGGRZXK,19.0,27253,205123,715,95,1,24.72,24,0.42,Bachelor's,Self-employed,Divorced,No,Yes,Home,No,1
ELZVV6SEJC,41.0,77549,127129,439,61,4,23.18,24,0.25,PhD,Part-time,Divorced,No,No,Home,No,0
DLS1W8TDP6,60.0,51658,241304,455,63,2,18.54,48,0.36,Bachelor's,Self-employed,Married,No,Yes,Education,No,1
KG482RFC82,49.0,78527,148822,634,11,2,19.99,60,0.56,High School,Part-time,Single,No,Yes,Other,No,0
23RZGCNWWW,33.0,78631,106952,414,61,4,10.97,24,0.67,High School,Self-employed,Divorced,No,No,Auto,No,0
JSIYXL94D0,48.0,100156,12190,614,107,2,5.11,12,0.52,PhD,Unemployed,Single,Yes,Yes,Education,Yes,0
8PQOUP6A9H,53.0,138674,179433,836,8,3,16.39,24,0.34,Master's,Unemployed,Married,Yes,No,Auto,No,0
GNSZIVSMHF,39.0,93765,28255,309,76,4,18.75,24,0.49,Bachelor's,Part-time,Married,Yes,No,Business,No,1
HF0A3OLULB,46.0,113241,122914,507,18,2,10.8,24,0.51,Bachelor's,Full-time,Married,Yes,No,Other,No,0
0T92FRDKFE,63.0,28113,173735,784,42,3,5.55,24,0.17,Bachelor's,Unemployed,Married,No,No,Home,No,0
NRVO1J4RGE,55.0,90995,145155,759,113,3,22.22,36,0.54,Bachelor's,Unemployed,Married,No,Yes,Home,Yes,0
61VED7720W,34.0,101056,188195,739,117,2,15.27,60,0.79,High School,Self-employed,Married,No,No,Business,Yes,0
67Y0NFDO31,49.0,18123,164007,698,86,2,20.05,12,0.71,Master's,Unemployed,Married,Yes,No,Business,Yes,1
4DGMLFBIH5,63.0,52799,199807,376,115,4,15.8,48,0.35,Master's,Unemployed,Single,No,Yes,Business,No,0
7BKGZ28MQP,52.0,22453,70980,664,91,4,8.25,36,0.62,PhD,Part-time,Divorced,No,Yes,Business,No,0
C3B0A5EKYB,47.0,69158,67425,494,22,3,8.64,36,0.31,PhD,Unemployed,Divorced,No,No,Education,Yes,0
70ENJLZYGP,18.0,41025,205468,675,30,2,5.37,24,0.65,High School,Self-employed,Married,Yes,No,Education,No,0
L413ME2ZQO,47.0,100596,59738,372,118,4,22.43,60,0.16,High School,Unemployed,Married,Yes,Yes,Education,No,0
LAI8RBZ4X1,62.0,39162,45426,511,69,2,4.79,60,0.64,Master's,Self-employed,Single,No,Yes,Other,Yes,0
HC3DHAVWSO,19.0,61048,139749,484,109,3,24.54,48,0.23,High School,Self-employed,Single,Yes,No,Business,No,1
SX465NAOMI,46.0,129927,139715,728,62,4,11.83,24,0.87,Bachelor's,Full-time,Single,No,No,Other,No,0
RO9AV7CAMD,18.0,96730,44218,422,10,2,2.14,12,0.45,High School,Self-employed,Single,Yes,Yes,Other,No,1
51RM22K58E,26.0,117734,52842,571,36,3,19.14,48,0.32,PhD,Full-time,Married,Yes,No,Other,Yes,0
TEWSYIM31R,42.0,30786,34505,677,7,4,15.08,48,0.5,High School,Full-time,Married,Yes,Yes,Business,No,0
5R33Q0LLPW,60.0,95803,32819,595,11,3,23.37,36,0.49,Master's,Full-time,Single,Yes,No,Education,No,0
74GNB4PSJJ,46.0,60950,160692,403,28,1,4.75,36,0.71,Bachelor's,Self-employed,Single,Yes,Yes,Home,Yes,0
4T97O8ARZX,19.0,93742,104671,792,64,2,17.63,48,0.81,PhD,Full-time,Single,Yes,No,Education,Yes,1
46LTGROPHH,48.0,33019,131941,656,3,1,23.12,12,0.79,Master's,Self-employed,Married,Yes,No,Home,No,0
HXVVGZORAX,34.0,59958,214696,608,77,1,20.77,12,0.69,Bachelor's,Unemployed,Single,No,No,Home,Yes,1
WRYCX4ERRE,63.0,100791,189472,328,35,2,2.21,36,0.37,PhD,Full-time,Married,No,No,Auto,No,0
JL06XTM6MY,39.0,136252,215951,438,80,4,21.8,12,0.45,High School,Unemployed,Married,Yes,Yes,Other,No,0
VKB6RXM06D,33.0,71993,138860,536,108,4,23.48,36,0.59,Master's,Full-time,Divorced,No,Yes,Other,No,0
M3MG4S761Y,53.0,70448,183079,375,84,2,12.98,48,0.67,PhD,Full-time,Divorced,No,Yes,Other,No,0
TAS4AX4DPH,55.0,63447,229050,712,97,3,4.83,36,0.77,Bachelor's,Part-time,Divorced,Yes,No,Business,Yes,0
SEBJJSNJAP,56.0,127736,36712,728,75,3,21.84,24,0.83,PhD,Full-time,Single,No,No,Other,Yes,0
Q12QUBIBUI,43.0,83954,247514,640,117,4,4.48,48,0.79,High School,Self-employed,Married,No,Yes,Home,Yes,0
ZW1DA4IGO1,29.0,107086,181516,312,110,4,4.62,24,0.86,Bachelor's,Full-time,Divorced,Yes,Yes,Other,Yes,0
DF9BF5P5AN,24.0,97303,90253,398,36,4,2.5,24,0.55,Master's,Self-employed,Single,No,Yes,Home,No,0
